# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.6 on 2021-07-31 at 09:50:00
#
# Requested input R.A. = 111.03675337386362 degrees
# Requested input Dec. = 35.88507155284091 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2470000.5 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://zwicky.tf/vgt
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 662 14 3 ZTF_r 443186055515 1 2.64 783.639 32.2385 27.8731 2.9156e-06 0.0234514 0.069753 5.7011e-06 1202 300. 0.035003 0.042916 19.988 27.8731 3 2458197.6860532 662120255 1503.25344034556 168.427201091552 9.92829735463109 1.08847411074874 1199.4129819113 277.33642220281 4.35388575276844 1.04101325243842 0.149580921590371 17.0680002212524 0.00899999961256981 0.165000006556511 0.00100000004749745 2458154.700382 2458368.947211 0
 1 662 14 3 ZTF_g 450176605515 0 2.7491 139.143 13.3723 26.3458 1.03739e-05 0.0389683 -0.0969533 2.65182e-05 1028 30. 0.044284 0.045158 19.4423 26.3458 1 2458204.6766088 662120155 791.061739751141 68.9735600251695 12.7579982654558 1.17212762642237 746.294523503241 111.421756549794 6.74303550152039 1.04661289193129 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
 2 662 14 3 ZTF_g 450205545515 0 3.0632 137.816 13.7983 26.3183 1.3128e-05 0.0403417 -0.0839816 3.58299e-05 914 30. 0.049102 0.049074 19.2895 26.3183 1 2458204.705544 662120155 775.566890014877 74.5251877742014 11.5763322350524 1.08437670767246 675.085111093398 112.754082051239 6.02755869937131 1.05446484302203 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
 3 662 14 3 ZTF_g 450289365515 9 4.9473 1270.3 48.253 28.7551 8.0483e-06 0.030121 -0.0894924 2.27362e-05 864 300. 0.062128 0.062216 19.9145 28.7551 3 2458204.7893634 662120155 5592.41365962424 356.181137497677 17.4655864359587 1.14737940191947 5648.55033036978 420.114953777543 13.5358039286666 1.15763140605079 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
 4 662 14 3 ZTF_g 451272675515 1 3.1032 1313.91 47.0082 28.7708 3.3716e-06 0.0243373 -0.066954 7.50864e-06 1172 300. 0.043793 0.048614 20.3774 28.7708 3 2458205.7726736 662120155 6524.38290810532 281.85238828103 25.7497207308334 1.08902135893496 6397.41080419983 416.234803184285 15.473232139094 1.07312898644906 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
 5 662 14 3 ZTF_g 452233915515 1 2.5785 1373.32 44.3934 28.8351 3.4286e-06 0.0258977 -0.0756376 6.7186e-06 1237 300. 0.037044 0.0396 20.6472 28.8351 3 2458206.733912 662120155 8128.7002891302 237.665202131656 38.0461147343884 1.51688908707166 7365.45963781876 392.987893671027 18.8684347575799 1.05535999347943 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
 6 662 14 3 ZTF_g 453188595515 1 2.5983 1141.03 51.5001 28.6053 3.8324e-06 0.0256764 -0.0983592 8.71122e-06 1171 300. 0.03742 0.040819 20.2518 28.6053 3 2458207.6885995 662120155 6428.88485473927 238.469945363425 29.9886417617105 1.65661715611938 5404.26188108445 395.190900172599 13.7671689641919 1.05158375276641 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
 7 662 14 3 ZTF_g 453204395515 0 2.6094 126.761 15.6214 26.2151 1.36088e-05 0.0404052 -0.0743511 3.80595e-05 900 30. 0.038341 0.039748 19.1605 26.2151 1 2458207.7043981 662120155 694.261423032421 77.1194628743979 10.0141441617938 1.08691619349667 616.475669851255 126.628755810515 4.90115902177282 1.05122283820081 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
 8 662 14 3 ZTF_g 453230865515 0 2.4792 138.301 14.8859 26.313 9.4151e-06 0.0370903 -0.0770868 2.41587e-05 1019 30. 0.03768 0.04127 19.3714 26.313 1 2458207.7308681 662120155 739.329425666017 69.3502297365706 11.8589131552492 1.06951218365701 680.61125857586 119.242864671715 5.74621564525198 1.04882580820605 0.133438217662147 17.4080001831055 0.0130000002682209 0.45100000500679 -0.00400000018998981 2458166.789954 2458431.943970 0
