# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.7 on 2023-01-16 at 07:58:30
#
# Requested input R.A. = 26.354650719736842 degrees
# Requested input Dec. = -16.315964231578945 degrees
# Requested JD start = 2459172.74 days
# Requested JD end = 2459233.652 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 297 9 3 ZTF_g 1418249123515 0 2.4594 113.192 6.02203 26.3286 4.49315e-05 0.0365505 -0.114589 5.77705e-05 227 30. 0.108412 0.092695 20.3649 26.3286 1 2459172.7491204 297120135 370.94116014225 32.2248036942093 12.8047040897847 1.04286481707545 454.533768534773 50.9739523750872 8.97703745336916 1.08274949612212 0.75359128955593 21.0639998435974 0.090999998152256 1.14699995517731 0.0489999987185001 2458314.979340 2458350.938785 0
 1 1340 2 2 ZTF_r 1418275850615 0 1.9138 313.876 7.4315 26.2378 2.34841e-05 0.0251778 0.114094 3.06817e-05 202 30. 0.069725 0.082794 20.2703 26.2378 2 2459172.7758565 1340120206 null null null null null null null null null null null null null 2458356.913183 2459150.766458 56,57
 2 1340 2 2 ZTF_r 1418284860615 0 2.628 312.756 7.51237 26.2332 2.41589e-05 0.0253137 0.108818 3.16326e-05 201 30. 0.075928 0.083802 20.0904 26.2332 3 2459172.7848611 1340120206 null null null null null null null null null null null null null 2458356.913183 2459150.766458 57,61
 3 1340 2 2 ZTF_g 1419280480615 0 2.7126 754.569 6.2481 26.2887 4.06229e-05 0.0331355 -0.0670409 5.5855e-05 195 30. 0.086069 0.088524 20.1406 26.2887 2 2459173.7804861 1340120106 null null null null null null null null null null null null null 2458384.894884 2459130.891227 57,61
 4 1340 2 2 ZTF_g 1419280960615 0 2.8433 757.654 6.2954 26.2791 4.65867e-05 0.0355085 -0.0684894 6.6088e-05 191 30. 0.084877 0.099322 20.063 26.2791 3 2459173.7809606 1340120106 null null null null null null null null null null null null null 2458384.894884 2459130.891227 57,61
 5 1340 2 1 ZTF_g 1420203150515 0 1.9405 580.789 7.93341 26.2652 2.8936e-05 0.0319562 -0.0677606 3.79303e-05 253 30. 0.081022 0.092118 20.1833 26.2652 2 2459174.7031597 1340120105 null null null null null null null null null null null null null 2458384.894884 2459130.891227 57,61
 6 1340 2 1 ZTF_g 1420203630515 0 2.0258 586.155 7.83803 26.2912 2.75536e-05 0.031042 -0.0738872 3.63744e-05 252 30. 0.082094 0.082944 20.1988 26.2912 3 2459174.7036343 1340120105 null null null null null null null null null null null null null 2458384.894884 2459130.891227 57,61
 7 298 12 2 ZTF_g 1420216594615 4194304 2.302 59.7259 8.79898 25.6635 8.92352e-05 0.0476627 -0.0852115 0.000146493 159 30. 0.093613 0.092436 19.3445 25.6635 1 2459174.7165972 298120146 516.459174275938 38.4972703150169 14.9231622596385 1.01122567634912 526.102897798749 66.298629598162 7.98879606252658 1.03570514972377 1.2562642888315 20.8180000305176 0.136999994516373 4.08799982070923 0.361999988555908 2458323.940683 2458368.897477 0
 8 297 9 3 ZTF_g 1420252033515 0 2.4724 54.6758 8.01286 25.5454 8.89903e-05 0.0450678 -0.0477004 0.00014323 154 30. 0.115866 0.090841 19.3118 25.5454 1 2459174.752037 297120135 464.531908875948 41.7437146783692 12.3788203150476 1.06276245411169 510.868866840687 66.6352241375813 7.71828420640951 1.08916130847234 0.75359128955593 21.0639998435974 0.090999998152256 1.14699995517731 0.0489999987185001 2458314.979340 2458350.938785 0
